key	0	1	2	3	4	5	6	year	month	decade	year_in_decade
195711	0.003	0.015	0.047	0.489	0.180	0.142	0.124	1957	11	1950	7
195712	0.000	0.002	0.028	0.591	0.185	0.137	0.057	1957	12	1950	7
195801	0.000	0.000	0.020	0.632	0.159	0.136	0.053	1958	01	1950	8
195802	0.000	0.000	0.022	0.621	0.178	0.098	0.080	1958	02	1950	8
195803	0.000	0.000	0.046	0.536	0.211	0.120	0.087	1958	03	1950	8
195804	0.000	0.003	0.041	0.488	0.190	0.194	0.085	1958	04	1950	8
195805	0.003	0.017	0.078	0.510	0.179	0.155	0.058	1958	05	1950	8
195806	0.003	0.012	0.026	0.554	0.201	0.127	0.077	1958	06	1950	8
195807	0.003	0.009	0.043	0.461	0.188	0.177	0.119	1958	07	1950	8
195808	0.011	0.010	0.065	0.544	0.150	0.145	0.076	1958	08	1950	8
195809	0.011	0.010	0.078	0.585	0.108	0.148	0.060	1958	09	1950	8
195810	0.011	0.031	0.083	0.676	0.092	0.069	0.039	1958	10	1950	8
195811	0.002	0.013	0.089	0.759	0.052	0.067	0.017	1958	11	1950	8
195812	0.004	0.036	0.101	0.758	0.067	0.020	0.014	1958	12	1950	8
195901	0.011	0.027	0.144	0.705	0.087	0.019	0.007	1959	01	1950	9
195902	0.004	0.025	0.125	0.716	0.099	0.020	0.010	1959	02	1950	9
195903	0.020	0.030	0.174	0.683	0.069	0.019	0.004	1959	03	1950	9
195904	0.025	0.075	0.214	0.607	0.056	0.022	0.001	1959	04	1950	9
195905	0.013	0.093	0.177	0.623	0.054	0.040	0.000	1959	05	1950	9
195906	0.027	0.110	0.140	0.639	0.059	0.024	0.000	1959	06	1950	9
195907	0.079	0.085	0.129	0.622	0.054	0.032	0.000	1959	07	1950	9
195908	0.046	0.133	0.104	0.626	0.071	0.020	0.000	1959	08	1950	9
195909	0.020	0.074	0.130	0.629	0.114	0.029	0.004	1959	09	1950	9
195910	0.011	0.036	0.110	0.613	0.126	0.086	0.018	1959	10	1950	9
195911	0.032	0.048	0.087	0.589	0.162	0.064	0.018	1959	11	1950	9
195912	0.015	0.061	0.099	0.593	0.168	0.039	0.025	1959	12	1950	9
196001	0.012	0.067	0.080	0.609	0.154	0.062	0.017	1960	01	1960	0
196002	0.002	0.071	0.046	0.592	0.180	0.093	0.015	1960	02	1960	0
196003	0.000	0.063	0.069	0.657	0.121	0.072	0.018	1960	03	1960	0
196004	0.004	0.068	0.094	0.678	0.101	0.040	0.014	1960	04	1960	0
196005	0.017	0.080	0.067	0.642	0.128	0.048	0.018	1960	05	1960	0
196006	0.037	0.065	0.068	0.689	0.089	0.048	0.004	1960	06	1960	0
196007	0.082	0.033	0.140	0.572	0.101	0.051	0.021	1960	07	1960	0
196008	0.071	0.060	0.105	0.600	0.093	0.040	0.031	1960	08	1960	0
196009	0.084	0.068	0.114	0.617	0.059	0.032	0.026	1960	09	1960	0
196010	0.062	0.078	0.128	0.606	0.072	0.020	0.034	1960	10	1960	0
196011	0.022	0.073	0.174	0.630	0.056	0.030	0.014	1960	11	1960	0
196012	0.017	0.089	0.176	0.613	0.050	0.042	0.014	1960	12	1960	0
196101	0.042	0.107	0.193	0.562	0.027	0.057	0.012	1961	01	1960	1
196102	0.047	0.102	0.145	0.570	0.076	0.049	0.012	1961	02	1960	1
196103	0.054	0.090	0.111	0.609	0.075	0.042	0.019	1961	03	1960	1
196104	0.034	0.097	0.124	0.608	0.103	0.028	0.005	1961	04	1960	1
196105	0.033	0.113	0.113	0.618	0.106	0.017	0.000	1961	05	1960	1
196106	0.095	0.116	0.079	0.552	0.125	0.034	0.000	1961	06	1960	1
196107	0.127	0.087	0.069	0.506	0.153	0.031	0.026	1961	07	1960	1
196108	0.101	0.045	0.054	0.588	0.135	0.057	0.019	1961	08	1960	1
196109	0.020	0.040	0.051	0.643	0.124	0.096	0.026	1961	09	1960	1
196110	0.014	0.045	0.055	0.655	0.143	0.068	0.019	1961	10	1960	1
196111	0.012	0.034	0.080	0.630	0.098	0.109	0.038	1961	11	1960	1
196112	0.009	0.035	0.073	0.639	0.131	0.073	0.041	1961	12	1960	1
196201	0.006	0.052	0.062	0.631	0.135	0.072	0.042	1962	01	1960	2
196202	0.004	0.024	0.050	0.694	0.127	0.087	0.014	1962	02	1960	2
196203	0.000	0.023	0.065	0.740	0.132	0.039	0.002	1962	03	1960	2
196204	0.002	0.035	0.044	0.831	0.075	0.014	0.000	1962	04	1960	2
196205	0.001	0.010	0.092	0.805	0.064	0.028	0.000	1962	05	1960	2
196206	0.000	0.003	0.097	0.743	0.128	0.023	0.006	1962	06	1960	2
196207	0.000	0.024	0.069	0.684	0.116	0.069	0.039	1962	07	1960	2
196208	0.000	0.050	0.136	0.633	0.076	0.053	0.051	1962	08	1960	2
196209	0.000	0.032	0.122	0.699	0.077	0.021	0.049	1962	09	1960	2
196210	0.000	0.041	0.104	0.740	0.075	0.031	0.010	1962	10	1960	2
196211	0.000	0.050	0.121	0.730	0.076	0.021	0.002	1962	11	1960	2
196212	0.004	0.034	0.181	0.725	0.044	0.009	0.002	1962	12	1960	2
196301	0.010	0.069	0.209	0.675	0.029	0.007	0.002	1963	01	1960	3
196302	0.012	0.043	0.238	0.678	0.025	0.005	0.000	1963	02	1960	3
196303	0.012	0.069	0.226	0.683	0.006	0.004	0.000	1963	03	1960	3
196304	0.012	0.088	0.211	0.631	0.047	0.008	0.002	1963	04	1960	3
196305	0.043	0.132	0.187	0.571	0.055	0.012	0.000	1963	05	1960	3
196306	0.053	0.112	0.204	0.496	0.089	0.041	0.005	1963	06	1960	3
196307	0.081	0.107	0.193	0.463	0.109	0.040	0.008	1963	07	1960	3
196308	0.038	0.160	0.136	0.555	0.078	0.027	0.005	1963	08	1960	3
196309	0.035	0.135	0.185	0.554	0.054	0.034	0.002	1963	09	1960	3
196310	0.089	0.201	0.214	0.421	0.060	0.015	0.000	1963	10	1960	3
196311	0.085	0.194	0.184	0.443	0.072	0.018	0.002	1963	11	1960	3
196312	0.121	0.181	0.205	0.468	0.023	0.002	0.000	1963	12	1960	3
196401	0.126	0.158	0.197	0.467	0.052	0.000	0.000	1964	01	1960	4
196402	0.128	0.170	0.175	0.482	0.037	0.008	0.000	1964	02	1960	4
196403	0.086	0.118	0.205	0.541	0.047	0.002	0.000	1964	03	1960	4
196404	0.034	0.069	0.236	0.595	0.047	0.015	0.003	1964	04	1960	4
196405	0.037	0.083	0.268	0.569	0.036	0.005	0.002	1964	05	1960	4
196406	0.039	0.130	0.268	0.463	0.084	0.013	0.002	1964	06	1960	4
196407	0.051	0.175	0.204	0.446	0.090	0.030	0.004	1964	07	1960	4
196408	0.072	0.107	0.175	0.517	0.063	0.051	0.014	1964	08	1960	4
196409	0.041	0.123	0.161	0.548	0.086	0.026	0.015	1964	09	1960	4
196410	0.074	0.136	0.193	0.499	0.048	0.024	0.025	1964	10	1960	4
196411	0.074	0.105	0.127	0.610	0.049	0.020	0.016	1964	11	1960	4
196412	0.065	0.095	0.128	0.499	0.127	0.037	0.050	1964	12	1960	4
196501	0.032	0.099	0.114	0.545	0.118	0.030	0.062	1965	01	1960	5
196502	0.011	0.078	0.109	0.617	0.107	0.040	0.038	1965	02	1960	5
196503	0.011	0.064	0.122	0.646	0.079	0.048	0.028	1965	03	1960	5
196504	0.019	0.037	0.124	0.618	0.138	0.040	0.024	1965	04	1960	5
196505	0.023	0.040	0.096	0.602	0.172	0.064	0.003	1965	05	1960	5
196506	0.021	0.039	0.072	0.560	0.159	0.131	0.018	1965	06	1960	5
196507	0.024	0.044	0.115	0.457	0.141	0.153	0.066	1965	07	1960	5
196508	0.019	0.035	0.098	0.496	0.147	0.085	0.121	1965	08	1960	5
196509	0.017	0.032	0.069	0.438	0.135	0.118	0.190	1965	09	1960	5
196510	0.013	0.040	0.063	0.616	0.089	0.084	0.095	1965	10	1960	5
196511	0.018	0.033	0.106	0.565	0.138	0.044	0.096	1965	11	1960	5
196512	0.034	0.037	0.098	0.506	0.127	0.105	0.092	1965	12	1960	5
196601	0.023	0.028	0.089	0.622	0.095	0.089	0.053	1966	01	1960	6
196602	0.006	0.034	0.077	0.634	0.124	0.090	0.036	1966	02	1960	6
196603	0.017	0.035	0.111	0.669	0.095	0.042	0.030	1966	03	1960	6
196604	0.013	0.029	0.106	0.725	0.071	0.027	0.029	1966	04	1960	6
196605	0.008	0.070	0.222	0.573	0.064	0.036	0.027	1966	05	1960	6
196606	0.030	0.101	0.204	0.522	0.086	0.043	0.013	1966	06	1960	6
196607	0.046	0.108	0.193	0.543	0.059	0.030	0.021	1966	07	1960	6
196608	0.051	0.103	0.116	0.622	0.067	0.017	0.024	1966	08	1960	6
196609	0.017	0.069	0.158	0.675	0.043	0.021	0.018	1966	09	1960	6
196610	0.013	0.099	0.144	0.688	0.041	0.015	0.000	1966	10	1960	6
196611	0.005	0.071	0.135	0.741	0.038	0.010	0.000	1966	11	1960	6
196612	0.003	0.046	0.125	0.764	0.061	0.001	0.000	1966	12	1960	6
196701	0.003	0.055	0.142	0.711	0.083	0.006	0.000	1967	01	1960	7
196702	0.004	0.076	0.166	0.723	0.031	0.000	0.000	1967	02	1960	7
196703	0.020	0.087	0.234	0.631	0.028	0.000	0.000	1967	03	1960	7
196704	0.004	0.108	0.229	0.537	0.085	0.037	0.000	1967	04	1960	7
196705	0.018	0.107	0.107	0.654	0.059	0.055	0.000	1967	05	1960	7
196706	0.040	0.028	0.092	0.598	0.172	0.050	0.020	1967	06	1960	7
196707	0.034	0.016	0.062	0.662	0.103	0.100	0.024	1967	07	1960	7
196708	0.027	0.018	0.058	0.690	0.094	0.090	0.024	1967	08	1960	7
196709	0.002	0.015	0.069	0.660	0.150	0.059	0.044	1967	09	1960	7
196710	0.002	0.010	0.073	0.725	0.128	0.053	0.010	1967	10	1960	7
196711	0.002	0.024	0.108	0.696	0.110	0.047	0.013	1967	11	1960	7
196712	0.005	0.014	0.074	0.687	0.140	0.059	0.020	1967	12	1960	7
196801	0.003	0.016	0.061	0.780	0.075	0.049	0.016	1968	01	1960	8
196802	0.003	0.028	0.074	0.794	0.077	0.014	0.010	1968	02	1960	8
196803	0.020	0.046	0.101	0.725	0.074	0.026	0.008	1968	03	1960	8
196804	0.021	0.010	0.094	0.758	0.064	0.045	0.008	1968	04	1960	8
196805	0.021	0.023	0.047	0.775	0.078	0.043	0.013	1968	05	1960	8
196806	0.024	0.022	0.063	0.684	0.125	0.063	0.018	1968	06	1960	8
196807	0.034	0.016	0.076	0.643	0.128	0.081	0.023	1968	07	1960	8
196808	0.000	0.016	0.060	0.626	0.149	0.101	0.048	1968	08	1960	8
196809	0.000	0.025	0.077	0.626	0.155	0.075	0.042	1968	09	1960	8
196810	0.001	0.029	0.068	0.672	0.137	0.066	0.026	1968	10	1960	8
196811	0.000	0.006	0.051	0.681	0.151	0.086	0.025	1968	11	1960	8
196812	0.000	0.001	0.037	0.667	0.154	0.117	0.025	1968	12	1960	8
196901	0.000	0.001	0.042	0.547	0.223	0.109	0.078	1969	01	1960	9
196902	0.000	0.005	0.030	0.644	0.138	0.110	0.073	1969	02	1960	9
196903	0.000	0.007	0.025	0.711	0.144	0.097	0.016	1969	03	1960	9
196904	0.000	0.008	0.033	0.719	0.136	0.093	0.011	1969	04	1960	9
196905	0.001	0.013	0.048	0.738	0.124	0.056	0.020	1969	05	1960	9
196906	0.001	0.011	0.029	0.687	0.159	0.059	0.054	1969	06	1960	9
196907	0.000	0.001	0.021	0.667	0.173	0.077	0.061	1969	07	1960	9
196908	0.000	0.001	0.057	0.730	0.167	0.023	0.023	1969	08	1960	9
196909	0.000	0.009	0.059	0.737	0.155	0.025	0.015	1969	09	1960	9
196910	0.000	0.001	0.027	0.699	0.139	0.097	0.036	1969	10	1960	9
196911	0.000	0.001	0.053	0.756	0.108	0.058	0.023	1969	11	1960	9
196912	0.000	0.002	0.038	0.758	0.115	0.071	0.017	1969	12	1960	9
197001	0.000	0.000	0.027	0.777	0.117	0.052	0.027	1970	01	1970	0
197002	0.000	0.000	0.074	0.769	0.103	0.051	0.004	1970	02	1970	0
197003	0.000	0.000	0.033	0.786	0.121	0.036	0.024	1970	03	1970	0
197004	0.000	0.000	0.040	0.775	0.140	0.028	0.017	1970	04	1970	0
197005	0.000	0.000	0.075	0.750	0.125	0.039	0.010	1970	05	1970	0
197006	0.000	0.000	0.084	0.748	0.120	0.030	0.017	1970	06	1970	0
197007	0.000	0.015	0.066	0.760	0.107	0.029	0.022	1970	07	1970	0
197008	0.000	0.014	0.133	0.732	0.070	0.045	0.006	1970	08	1970	0
197009	0.000	0.008	0.095	0.732	0.096	0.048	0.022	1970	09	1970	0
197010	0.000	0.011	0.049	0.731	0.134	0.049	0.027	1970	10	1970	0
197011	0.000	0.004	0.056	0.736	0.131	0.043	0.028	1970	11	1970	0
197012	0.000	0.008	0.064	0.746	0.108	0.058	0.018	1970	12	1970	0
197101	0.000	0.017	0.106	0.673	0.121	0.061	0.022	1971	01	1970	1
197102	0.000	0.013	0.110	0.645	0.126	0.087	0.019	1971	02	1970	1
197103	0.002	0.068	0.124	0.611	0.115	0.055	0.025	1971	03	1970	1
197104	0.004	0.076	0.126	0.621	0.118	0.029	0.025	1971	04	1970	1
197105	0.004	0.098	0.107	0.594	0.127	0.030	0.040	1971	05	1970	1
197106	0.051	0.087	0.100	0.559	0.126	0.039	0.037	1971	06	1970	1
197107	0.039	0.090	0.059	0.619	0.119	0.050	0.026	1971	07	1970	1
197108	0.005	0.024	0.069	0.696	0.135	0.055	0.016	1971	08	1970	1
197109	0.000	0.028	0.046	0.688	0.127	0.089	0.022	1971	09	1970	1
197110	0.003	0.004	0.064	0.638	0.123	0.122	0.045	1971	10	1970	1
197111	0.005	0.010	0.074	0.634	0.150	0.087	0.041	1971	11	1970	1
197112	0.002	0.002	0.022	0.673	0.170	0.079	0.051	1971	12	1970	1
197201	0.002	0.002	0.022	0.732	0.127	0.071	0.043	1972	01	1970	2
197202	0.002	0.002	0.025	0.767	0.104	0.071	0.029	1972	02	1970	2
197203	0.000	0.008	0.152	0.671	0.077	0.063	0.029	1972	03	1970	2
197204	0.000	0.046	0.135	0.649	0.089	0.048	0.033	1972	04	1970	2
197205	0.003	0.090	0.134	0.623	0.077	0.041	0.031	1972	05	1970	2
197206	0.003	0.050	0.170	0.564	0.104	0.059	0.049	1972	06	1970	2
197207	0.015	0.044	0.149	0.546	0.121	0.071	0.053	1972	07	1970	2
197208	0.018	0.058	0.110	0.577	0.115	0.082	0.040	1972	08	1970	2
197209	0.004	0.023	0.068	0.645	0.157	0.081	0.022	1972	09	1970	2
197210	0.000	0.000	0.014	0.632	0.182	0.124	0.047	1972	10	1970	2
197211	0.000	0.000	0.002	0.535	0.238	0.166	0.060	1972	11	1970	2
197212	0.000	0.000	0.000	0.517	0.202	0.184	0.097	1972	12	1970	2
197301	0.000	0.000	0.002	0.524	0.230	0.184	0.060	1973	01	1970	3
197302	0.000	0.000	0.041	0.490	0.277	0.133	0.059	1973	02	1970	3
197303	0.000	0.005	0.054	0.357	0.250	0.203	0.131	1973	03	1970	3
197304	0.000	0.019	0.048	0.249	0.261	0.193	0.229	1973	04	1970	3
197305	0.000	0.032	0.047	0.305	0.162	0.269	0.185	1973	05	1970	3
197306	0.003	0.051	0.044	0.312	0.169	0.239	0.182	1973	06	1970	3
197307	0.031	0.033	0.052	0.321	0.159	0.211	0.192	1973	07	1970	3
197308	0.045	0.032	0.049	0.477	0.191	0.135	0.072	1973	08	1970	3
197309	0.010	0.026	0.006	0.532	0.137	0.143	0.146	1973	09	1970	3
197310	0.002	0.034	0.027	0.554	0.142	0.098	0.144	1973	10	1970	3
197311	0.000	0.002	0.044	0.554	0.148	0.125	0.126	1973	11	1970	3
197312	0.000	0.000	0.052	0.501	0.160	0.145	0.142	1973	12	1970	3
197401	0.000	0.000	0.031	0.514	0.149	0.158	0.148	1974	01	1970	4
197402	0.000	0.000	0.048	0.559	0.166	0.139	0.088	1974	02	1970	4
197403	0.000	0.009	0.085	0.543	0.190	0.133	0.041	1974	03	1970	4
197404	0.000	0.018	0.100	0.557	0.195	0.105	0.026	1974	04	1970	4
197405	0.000	0.059	0.102	0.572	0.135	0.101	0.032	1974	05	1970	4
197406	0.005	0.101	0.093	0.554	0.138	0.073	0.035	1974	06	1970	4
197407	0.033	0.058	0.099	0.624	0.110	0.063	0.012	1974	07	1970	4
197408	0.010	0.041	0.087	0.576	0.213	0.048	0.025	1974	08	1970	4
197409	0.012	0.058	0.107	0.497	0.174	0.096	0.056	1974	09	1970	4
197410	0.003	0.016	0.099	0.591	0.124	0.085	0.083	1974	10	1970	4
197411	0.003	0.033	0.102	0.577	0.132	0.080	0.074	1974	11	1970	4
197412	0.003	0.032	0.096	0.611	0.116	0.086	0.056	1974	12	1970	4
197501	0.003	0.016	0.052	0.642	0.141	0.112	0.034	1975	01	1970	5
197502	0.003	0.010	0.065	0.611	0.141	0.131	0.040	1975	02	1970	5
197503	0.000	0.003	0.034	0.613	0.141	0.135	0.075	1975	03	1970	5
197504	0.000	0.001	0.024	0.580	0.216	0.126	0.053	1975	04	1970	5
197505	0.000	0.000	0.022	0.590	0.181	0.147	0.060	1975	05	1970	5
197506	0.000	0.000	0.031	0.527	0.220	0.139	0.082	1975	06	1970	5
197507	0.000	0.000	0.039	0.491	0.195	0.145	0.131	1975	07	1970	5
197508	0.000	0.002	0.057	0.494	0.170	0.155	0.122	1975	08	1970	5
197509	0.000	0.008	0.044	0.547	0.163	0.117	0.121	1975	09	1970	5
197510	0.000	0.011	0.072	0.558	0.135	0.111	0.112	1975	10	1970	5
197511	0.000	0.000	0.046	0.668	0.109	0.099	0.079	1975	11	1970	5
197512	0.000	0.000	0.047	0.686	0.127	0.079	0.061	1975	12	1970	5
197601	0.000	0.023	0.080	0.645	0.118	0.076	0.058	1976	01	1970	6
197602	0.000	0.027	0.097	0.688	0.093	0.049	0.046	1976	02	1970	6
197603	0.003	0.035	0.109	0.648	0.096	0.065	0.045	1976	03	1970	6
197604	0.000	0.025	0.086	0.734	0.070	0.045	0.040	1976	04	1970	6
197605	0.017	0.013	0.093	0.731	0.073	0.050	0.024	1976	05	1970	6
197606	0.019	0.036	0.100	0.684	0.081	0.045	0.035	1976	06	1970	6
197607	0.025	0.027	0.125	0.616	0.121	0.051	0.034	1976	07	1970	6
197608	0.041	0.027	0.181	0.510	0.148	0.052	0.041	1976	08	1970	6
197609	0.039	0.056	0.096	0.590	0.133	0.058	0.029	1976	09	1970	6
197610	0.059	0.034	0.085	0.601	0.115	0.071	0.036	1976	10	1970	6
197611	0.084	0.029	0.141	0.613	0.050	0.050	0.032	1976	11	1970	6
197612	0.092	0.114	0.168	0.488	0.072	0.039	0.027	1976	12	1970	6
197701	0.147	0.131	0.121	0.481	0.072	0.030	0.018	1977	01	1970	7
197702	0.172	0.137	0.103	0.521	0.048	0.004	0.015	1977	02	1970	7
197703	0.165	0.121	0.083	0.527	0.059	0.036	0.008	1977	03	1970	7
197704	0.237	0.068	0.113	0.499	0.037	0.030	0.015	1977	04	1970	7
197705	0.181	0.076	0.152	0.563	0.010	0.011	0.008	1977	05	1970	7
197706	0.180	0.093	0.178	0.511	0.022	0.006	0.008	1977	06	1970	7
197707	0.138	0.146	0.159	0.546	0.003	0.008	0.000	1977	07	1970	7
197708	0.073	0.069	0.110	0.687	0.045	0.007	0.009	1977	08	1970	7
197709	0.049	0.069	0.111	0.653	0.086	0.016	0.016	1977	09	1970	7
197710	0.056	0.059	0.097	0.609	0.105	0.050	0.024	1977	10	1970	7
197711	0.043	0.071	0.071	0.564	0.123	0.105	0.023	1977	11	1970	7
197712	0.018	0.047	0.124	0.544	0.140	0.099	0.028	1977	12	1970	7
197801	0.000	0.039	0.071	0.598	0.151	0.096	0.044	1978	01	1970	8
197802	0.000	0.032	0.046	0.665	0.193	0.045	0.019	1978	02	1970	8
197803	0.000	0.009	0.100	0.657	0.132	0.089	0.013	1978	03	1970	8
197804	0.000	0.021	0.122	0.580	0.138	0.074	0.066	1978	04	1970	8
197805	0.000	0.013	0.073	0.597	0.114	0.118	0.085	1978	05	1970	8
197806	0.000	0.019	0.053	0.640	0.125	0.098	0.066	1978	06	1970	8
197807	0.016	0.035	0.062	0.573	0.137	0.059	0.118	1978	07	1970	8
197808	0.000	0.047	0.072	0.563	0.141	0.072	0.106	1978	08	1970	8
197809	0.003	0.047	0.051	0.563	0.149	0.080	0.107	1978	09	1970	8
197810	0.004	0.044	0.100	0.637	0.093	0.047	0.075	1978	10	1970	8
197811	0.000	0.010	0.054	0.679	0.101	0.065	0.091	1978	11	1970	8
197812	0.000	0.013	0.061	0.617	0.140	0.078	0.091	1978	12	1970	8
197901	0.000	0.005	0.039	0.570	0.147	0.122	0.116	1979	01	1970	9
197902	0.000	0.000	0.014	0.597	0.139	0.144	0.106	1979	02	1970	9
197903	0.000	0.002	0.020	0.587	0.152	0.105	0.134	1979	03	1970	9
197904	0.000	0.002	0.020	0.495	0.248	0.121	0.114	1979	04	1970	9
197905	0.000	0.005	0.020	0.493	0.227	0.146	0.108	1979	05	1970	9
197906	0.002	0.003	0.036	0.556	0.176	0.125	0.100	1979	06	1970	9
197907	0.002	0.025	0.027	0.511	0.190	0.142	0.103	1979	07	1970	9
197908	0.000	0.000	0.038	0.490	0.204	0.127	0.141	1979	08	1970	9
197909	0.000	0.016	0.045	0.575	0.126	0.127	0.111	1979	09	1970	9
197910	0.000	0.006	0.056	0.601	0.164	0.095	0.077	1979	10	1970	9
197911	0.000	0.019	0.051	0.598	0.135	0.121	0.077	1979	11	1970	9
197912	0.000	0.030	0.052	0.696	0.143	0.048	0.033	1979	12	1970	9
198001	0.008	0.017	0.026	0.706	0.158	0.068	0.018	1980	01	1980	0
198002	0.008	0.018	0.046	0.689	0.115	0.083	0.040	1980	02	1980	0
198003	0.000	0.022	0.025	0.632	0.158	0.098	0.064	1980	03	1980	0
198004	0.000	0.027	0.077	0.640	0.093	0.084	0.079	1980	04	1980	0
198005	0.019	0.033	0.071	0.572	0.111	0.074	0.119	1980	05	1980	0
198006	0.035	0.037	0.076	0.646	0.077	0.041	0.088	1980	06	1980	0
198007	0.055	0.049	0.153	0.549	0.059	0.058	0.076	1980	07	1980	0
198008	0.017	0.071	0.164	0.570	0.089	0.061	0.028	1980	08	1980	0
198009	0.014	0.064	0.159	0.561	0.093	0.057	0.052	1980	09	1980	0
198010	0.000	0.038	0.180	0.651	0.082	0.025	0.025	1980	10	1980	0
198011	0.003	0.050	0.197	0.660	0.064	0.020	0.005	1980	11	1980	0
198012	0.008	0.060	0.318	0.533	0.056	0.021	0.003	1980	12	1980	0
198101	0.020	0.153	0.287	0.488	0.048	0.001	0.002	1981	01	1980	1
198102	0.024	0.121	0.324	0.453	0.070	0.004	0.002	1981	02	1980	1
198103	0.037	0.138	0.220	0.562	0.041	0.002	0.000	1981	03	1980	1
198104	0.101	0.145	0.235	0.456	0.048	0.015	0.000	1981	04	1980	1
198105	0.035	0.106	0.170	0.596	0.055	0.038	0.000	1981	05	1980	1
198106	0.045	0.113	0.176	0.527	0.079	0.042	0.018	1981	06	1980	1
198107	0.039	0.091	0.165	0.510	0.119	0.053	0.023	1981	07	1980	1
198108	0.014	0.100	0.140	0.553	0.102	0.076	0.016	1981	08	1980	1
198109	0.026	0.099	0.115	0.566	0.137	0.043	0.015	1981	09	1980	1
198110	0.000	0.063	0.095	0.574	0.154	0.096	0.017	1981	10	1980	1
198111	0.000	0.076	0.105	0.628	0.120	0.068	0.004	1981	11	1980	1
198112	0.000	0.049	0.098	0.630	0.176	0.039	0.008	1981	12	1980	1
198201	0.000	0.024	0.094	0.618	0.183	0.063	0.019	1982	01	1980	2
198202	0.000	0.028	0.083	0.654	0.156	0.068	0.010	1982	02	1980	2
198203	0.000	0.009	0.094	0.658	0.132	0.086	0.019	1982	03	1980	2
198204	0.003	0.024	0.066	0.700	0.096	0.084	0.026	1982	04	1980	2
198205	0.003	0.007	0.050	0.650	0.192	0.083	0.016	1982	05	1980	2
198206	0.003	0.003	0.047	0.599	0.212	0.124	0.014	1982	06	1980	2
198207	0.000	0.019	0.028	0.565	0.184	0.156	0.048	1982	07	1980	2
198208	0.003	0.012	0.015	0.618	0.181	0.117	0.055	1982	08	1980	2
198209	0.000	0.000	0.041	0.560	0.178	0.091	0.130	1982	09	1980	2
198210	0.000	0.003	0.042	0.540	0.150	0.105	0.160	1982	10	1980	2
198211	0.000	0.000	0.008	0.540	0.165	0.132	0.155	1982	11	1980	2
198212	0.000	0.001	0.016	0.459	0.148	0.178	0.199	1982	12	1980	2
198301	0.000	0.000	0.014	0.538	0.120	0.178	0.150	1983	01	1980	3
198302	0.000	0.000	0.013	0.502	0.164	0.170	0.152	1983	02	1980	3
198303	0.000	0.000	0.007	0.403	0.231	0.115	0.245	1983	03	1980	3
198304	0.000	0.000	0.000	0.375	0.174	0.172	0.280	1983	04	1980	3
198305	0.000	0.000	0.000	0.385	0.139	0.182	0.293	1983	05	1980	3
198306	0.000	0.000	0.001	0.437	0.118	0.137	0.306	1983	06	1980	3
198307	0.000	0.000	0.000	0.510	0.115	0.094	0.280	1983	07	1980	3
198308	0.000	0.000	0.088	0.461	0.095	0.086	0.270	1983	08	1980	3
198309	0.000	0.002	0.161	0.402	0.091	0.081	0.263	1983	09	1980	3
198310	0.000	0.002	0.032	0.546	0.116	0.084	0.220	1983	10	1980	3
198311	0.000	0.000	0.009	0.495	0.145	0.095	0.257	1983	11	1980	3
198312	0.000	0.000	0.007	0.445	0.177	0.130	0.240	1983	12	1980	3
198401	0.000	0.000	0.009	0.576	0.148	0.098	0.168	1984	01	1980	4
198402	0.000	0.000	0.009	0.570	0.186	0.091	0.144	1984	02	1980	4
198403	0.000	0.000	0.035	0.532	0.199	0.099	0.135	1984	03	1980	4
198404	0.000	0.020	0.043	0.457	0.193	0.103	0.185	1984	04	1980	4
198405	0.000	0.032	0.051	0.412	0.203	0.131	0.170	1984	05	1980	4
198406	0.020	0.016	0.055	0.483	0.146	0.097	0.183	1984	06	1980	4
198407	0.012	0.024	0.044	0.487	0.126	0.108	0.198	1984	07	1980	4
198408	0.007	0.041	0.045	0.531	0.115	0.082	0.178	1984	08	1980	4
198409	0.007	0.046	0.074	0.577	0.074	0.071	0.151	1984	09	1980	4
198410	0.007	0.005	0.015	0.552	0.131	0.115	0.175	1984	10	1980	4
198411	0.000	0.013	0.023	0.555	0.141	0.108	0.160	1984	11	1980	4
198412	0.000	0.008	0.053	0.552	0.145	0.103	0.138	1984	12	1980	4
198501	0.000	0.019	0.074	0.567	0.125	0.098	0.117	1985	01	1980	5
198502	0.000	0.009	0.088	0.538	0.153	0.101	0.110	1985	02	1980	5
198503	0.000	0.015	0.112	0.476	0.153	0.136	0.108	1985	03	1980	5
198504	0.001	0.046	0.138	0.490	0.141	0.100	0.083	1985	04	1980	5
198505	0.001	0.055	0.150	0.515	0.117	0.091	0.072	1985	05	1980	5
198506	0.015	0.044	0.173	0.517	0.064	0.099	0.088	1985	06	1980	5
198507	0.015	0.065	0.156	0.506	0.079	0.101	0.079	1985	07	1980	5
198508	0.010	0.037	0.104	0.603	0.081	0.138	0.027	1985	08	1980	5
198509	0.000	0.003	0.048	0.626	0.100	0.156	0.067	1985	09	1980	5
198510	0.000	0.003	0.037	0.581	0.140	0.120	0.120	1985	10	1980	5
198511	0.000	0.000	0.021	0.515	0.154	0.143	0.167	1985	11	1980	5
198512	0.000	0.004	0.040	0.627	0.079	0.143	0.106	1985	12	1980	5
198601	0.000	0.004	0.030	0.683	0.145	0.069	0.069	1986	01	1980	6
198602	0.000	0.002	0.043	0.593	0.207	0.080	0.075	1986	02	1980	6
