key	0	1	2	3	4	5	6	year	month	decade	year_in_decade
198603	0.000	0.011	0.075	0.669	0.147	0.054	0.044	1986	03	1980	6
198604	0.006	0.033	0.155	0.613	0.092	0.053	0.048	1986	04	1980	6
198605	0.006	0.042	0.126	0.638	0.095	0.052	0.041	1986	05	1980	6
198606	0.017	0.066	0.090	0.650	0.073	0.065	0.038	1986	06	1980	6
198607	0.036	0.069	0.091	0.579	0.111	0.063	0.052	1986	07	1980	6
198608	0.022	0.053	0.089	0.571	0.150	0.054	0.062	1986	08	1980	6
198609	0.020	0.029	0.100	0.449	0.189	0.095	0.117	1986	09	1980	6
198610	0.010	0.030	0.038	0.523	0.125	0.129	0.144	1986	10	1980	6
198611	0.004	0.014	0.038	0.569	0.129	0.088	0.158	1986	11	1980	6
198612	0.000	0.002	0.074	0.566	0.120	0.098	0.140	1986	12	1980	6
198701	0.000	0.005	0.102	0.544	0.156	0.070	0.124	1987	01	1980	7
198702	0.000	0.028	0.108	0.503	0.096	0.128	0.138	1987	02	1980	7
198703	0.002	0.031	0.107	0.488	0.120	0.077	0.176	1987	03	1980	7
198704	0.021	0.064	0.131	0.573	0.059	0.062	0.090	1987	04	1980	7
198705	0.019	0.060	0.167	0.528	0.046	0.058	0.123	1987	05	1980	7
198706	0.037	0.071	0.224	0.434	0.055	0.050	0.129	1987	06	1980	7
198707	0.028	0.039	0.196	0.507	0.052	0.050	0.127	1987	07	1980	7
198708	0.027	0.034	0.216	0.461	0.074	0.060	0.128	1987	08	1980	7
198709	0.031	0.096	0.153	0.561	0.064	0.033	0.063	1987	09	1980	7
198710	0.016	0.123	0.189	0.536	0.044	0.040	0.052	1987	10	1980	7
198711	0.048	0.083	0.169	0.546	0.064	0.043	0.047	1987	11	1980	7
198712	0.027	0.059	0.187	0.506	0.107	0.062	0.052	1987	12	1980	7
198801	0.029	0.047	0.148	0.605	0.065	0.077	0.029	1988	01	1980	8
198802	0.044	0.088	0.133	0.617	0.035	0.066	0.018	1988	02	1980	8
198803	0.061	0.088	0.140	0.582	0.071	0.041	0.016	1988	03	1980	8
198804	0.032	0.111	0.193	0.524	0.058	0.059	0.022	1988	04	1980	8
198805	0.040	0.134	0.223	0.488	0.044	0.052	0.018	1988	05	1980	8
198806	0.136	0.189	0.217	0.344	0.041	0.032	0.041	1988	06	1980	8
198807	0.201	0.157	0.143	0.394	0.032	0.027	0.046	1988	07	1980	8
198808	0.215	0.124	0.154	0.384	0.044	0.041	0.038	1988	08	1980	8
198809	0.185	0.094	0.163	0.452	0.037	0.031	0.038	1988	09	1980	8
198810	0.205	0.077	0.148	0.535	0.030	0.005	0.000	1988	10	1980	8
198811	0.122	0.099	0.138	0.585	0.043	0.013	0.000	1988	11	1980	8
198812	0.125	0.103	0.134	0.596	0.032	0.009	0.000	1988	12	1980	8
198901	0.083	0.109	0.190	0.588	0.024	0.006	0.000	1989	01	1980	9
198902	0.065	0.148	0.156	0.565	0.047	0.008	0.011	1989	02	1980	9
198903	0.050	0.077	0.192	0.622	0.041	0.012	0.007	1989	03	1980	9
198904	0.072	0.080	0.258	0.538	0.040	0.013	0.000	1989	04	1980	9
198905	0.083	0.087	0.245	0.513	0.063	0.008	0.000	1989	05	1980	9
198906	0.084	0.144	0.170	0.370	0.157	0.066	0.008	1989	06	1980	9
198907	0.123	0.105	0.187	0.343	0.127	0.084	0.032	1989	07	1980	9
198908	0.090	0.119	0.142	0.405	0.122	0.093	0.028	1989	08	1980	9
198909	0.068	0.130	0.123	0.454	0.076	0.097	0.051	1989	09	1980	9
198910	0.059	0.125	0.162	0.426	0.096	0.092	0.042	1989	10	1980	9
198911	0.080	0.142	0.162	0.433	0.082	0.066	0.036	1989	11	1980	9
198912	0.096	0.157	0.176	0.407	0.085	0.056	0.023	1989	12	1980	9
199001	0.112	0.131	0.158	0.448	0.068	0.069	0.014	1990	01	1990	0
199002	0.103	0.114	0.148	0.460	0.090	0.057	0.028	1990	02	1990	0
199003	0.088	0.121	0.135	0.508	0.081	0.042	0.026	1990	03	1990	0
199004	0.096	0.121	0.105	0.550	0.078	0.041	0.010	1990	04	1990	0
199005	0.085	0.084	0.126	0.490	0.106	0.081	0.027	1990	05	1990	0
199006	0.098	0.121	0.117	0.497	0.127	0.038	0.002	1990	06	1990	0
199007	0.103	0.065	0.106	0.550	0.111	0.062	0.004	1990	07	1990	0
199008	0.094	0.049	0.162	0.503	0.131	0.050	0.012	1990	08	1990	0
199009	0.100	0.092	0.130	0.539	0.094	0.040	0.005	1990	09	1990	0
199010	0.069	0.125	0.102	0.506	0.111	0.052	0.036	1990	10	1990	0
199011	0.070	0.130	0.087	0.553	0.085	0.050	0.025	1990	11	1990	0
199012	0.087	0.114	0.091	0.487	0.106	0.060	0.056	1990	12	1990	0
199101	0.106	0.086	0.082	0.554	0.099	0.055	0.018	1991	01	1990	1
199102	0.134	0.043	0.150	0.544	0.091	0.027	0.011	1991	02	1990	1
199103	0.071	0.077	0.114	0.581	0.108	0.035	0.013	1991	03	1990	1
199104	0.036	0.069	0.114	0.589	0.133	0.037	0.022	1991	04	1990	1
199105	0.007	0.039	0.154	0.597	0.114	0.052	0.036	1991	05	1990	1
199106	0.004	0.046	0.160	0.568	0.144	0.057	0.020	1991	06	1990	1
199107	0.024	0.060	0.154	0.555	0.116	0.064	0.026	1991	07	1990	1
199108	0.029	0.066	0.163	0.518	0.134	0.070	0.020	1991	08	1990	1
199109	0.021	0.074	0.124	0.579	0.090	0.086	0.026	1991	09	1990	1
199110	0.025	0.065	0.085	0.630	0.095	0.092	0.008	1991	10	1990	1
199111	0.019	0.040	0.071	0.648	0.112	0.084	0.025	1991	11	1990	1
199112	0.022	0.033	0.063	0.629	0.115	0.054	0.084	1991	12	1990	1
199201	0.021	0.049	0.129	0.569	0.067	0.072	0.093	1992	01	1990	2
199202	0.023	0.042	0.126	0.575	0.083	0.045	0.107	1992	02	1990	2
199203	0.035	0.069	0.103	0.516	0.121	0.066	0.090	1992	03	1990	2
199204	0.044	0.069	0.139	0.509	0.088	0.073	0.077	1992	04	1990	2
199205	0.090	0.077	0.113	0.506	0.053	0.052	0.110	1992	05	1990	2
199206	0.088	0.084	0.082	0.511	0.058	0.041	0.138	1992	06	1990	2
199207	0.069	0.042	0.054	0.502	0.133	0.056	0.144	1992	07	1990	2
199208	0.069	0.045	0.044	0.476	0.121	0.073	0.172	1992	08	1990	2
199209	0.074	0.044	0.063	0.464	0.131	0.104	0.120	1992	09	1990	2
199210	0.049	0.044	0.044	0.553	0.130	0.111	0.069	1992	10	1990	2
199211	0.023	0.030	0.065	0.436	0.181	0.158	0.107	1992	11	1990	2
199212	0.016	0.024	0.051	0.498	0.129	0.141	0.141	1992	12	1990	2
199301	0.000	0.033	0.059	0.405	0.163	0.155	0.185	1993	01	1990	3
199302	0.014	0.013	0.053	0.451	0.127	0.148	0.194	1993	02	1990	3
199303	0.006	0.025	0.045	0.411	0.149	0.180	0.184	1993	03	1990	3
199304	0.000	0.000	0.029	0.471	0.135	0.200	0.165	1993	04	1990	3
199305	0.000	0.000	0.020	0.527	0.149	0.145	0.160	1993	05	1990	3
199306	0.000	0.000	0.003	0.484	0.141	0.154	0.217	1993	06	1990	3
199307	0.000	0.000	0.030	0.427	0.133	0.153	0.258	1993	07	1990	3
199308	0.000	0.007	0.078	0.365	0.158	0.079	0.313	1993	08	1990	3
199309	0.000	0.010	0.053	0.537	0.065	0.091	0.243	1993	09	1990	3
199310	0.000	0.003	0.045	0.521	0.114	0.079	0.238	1993	10	1990	3
199311	0.000	0.002	0.051	0.523	0.104	0.089	0.231	1993	11	1990	3
199312	0.000	0.005	0.051	0.601	0.092	0.063	0.189	1993	12	1990	3
199401	0.000	0.008	0.097	0.556	0.085	0.082	0.172	1994	01	1990	4
199402	0.000	0.007	0.085	0.586	0.066	0.108	0.148	1994	02	1990	4
199403	0.000	0.030	0.126	0.535	0.111	0.109	0.089	1994	03	1990	4
199404	0.005	0.043	0.086	0.578	0.096	0.076	0.116	1994	04	1990	4
199405	0.002	0.048	0.081	0.670	0.064	0.089	0.046	1994	05	1990	4
199406	0.006	0.086	0.117	0.573	0.099	0.089	0.030	1994	06	1990	4
199407	0.036	0.093	0.142	0.468	0.129	0.078	0.053	1994	07	1990	4
199408	0.041	0.112	0.141	0.438	0.110	0.098	0.060	1994	08	1990	4
199409	0.052	0.112	0.126	0.487	0.102	0.076	0.044	1994	09	1990	4
199410	0.026	0.047	0.084	0.554	0.157	0.054	0.078	1994	10	1990	4
199411	0.006	0.031	0.052	0.634	0.138	0.058	0.081	1994	11	1990	4
199412	0.006	0.034	0.054	0.625	0.135	0.081	0.065	1994	12	1990	4
199501	0.000	0.014	0.051	0.574	0.185	0.134	0.043	1995	01	1990	5
199502	0.000	0.014	0.070	0.674	0.136	0.066	0.040	1995	02	1990	5
199503	0.000	0.020	0.056	0.609	0.172	0.072	0.070	1995	03	1990	5
199504	0.000	0.007	0.055	0.582	0.166	0.125	0.064	1995	04	1990	5
199505	0.000	0.007	0.035	0.436	0.192	0.158	0.171	1995	05	1990	5
199506	0.000	0.004	0.048	0.430	0.152	0.125	0.240	1995	06	1990	5
199507	0.000	0.012	0.047	0.469	0.082	0.133	0.257	1995	07	1990	5
199508	0.000	0.038	0.058	0.479	0.065	0.110	0.250	1995	08	1990	5
199509	0.000	0.021	0.071	0.534	0.060	0.101	0.214	1995	09	1990	5
199510	0.000	0.016	0.017	0.628	0.089	0.103	0.147	1995	10	1990	5
199511	0.000	0.023	0.033	0.583	0.125	0.113	0.122	1995	11	1990	5
199512	0.004	0.007	0.070	0.574	0.133	0.089	0.123	1995	12	1990	5
199601	0.004	0.024	0.074	0.484	0.164	0.095	0.154	1996	01	1990	6
199602	0.004	0.033	0.144	0.417	0.153	0.108	0.140	1996	02	1990	6
199603	0.004	0.075	0.110	0.451	0.122	0.132	0.106	1996	03	1990	6
199604	0.015	0.066	0.159	0.382	0.161	0.134	0.082	1996	04	1990	6
199605	0.063	0.127	0.069	0.323	0.133	0.152	0.133	1996	05	1990	6
199606	0.054	0.094	0.052	0.407	0.149	0.144	0.101	1996	06	1990	6
199607	0.060	0.065	0.036	0.431	0.142	0.149	0.118	1996	07	1990	6
199608	0.056	0.037	0.022	0.486	0.228	0.116	0.056	1996	08	1990	6
199609	0.026	0.024	0.035	0.460	0.227	0.123	0.105	1996	09	1990	6
199610	0.007	0.031	0.021	0.482	0.228	0.125	0.106	1996	10	1990	6
199611	0.007	0.023	0.024	0.414	0.238	0.156	0.137	1996	11	1990	6
199612	0.009	0.019	0.029	0.396	0.178	0.191	0.179	1996	12	1990	6
199701	0.004	0.023	0.027	0.416	0.170	0.175	0.184	1997	01	1990	7
199702	0.004	0.021	0.032	0.413	0.215	0.197	0.117	1997	02	1990	7
199703	0.020	0.011	0.026	0.488	0.228	0.119	0.108	1997	03	1990	7
199704	0.023	0.008	0.032	0.444	0.208	0.165	0.120	1997	04	1990	7
199705	0.023	0.027	0.014	0.451	0.252	0.146	0.086	1997	05	1990	7
199706	0.023	0.032	0.008	0.437	0.217	0.157	0.127	1997	06	1990	7
199707	0.032	0.030	0.001	0.457	0.203	0.152	0.125	1997	07	1990	7
199708	0.027	0.035	0.001	0.474	0.167	0.163	0.133	1997	08	1990	7
199709	0.006	0.027	0.002	0.526	0.183	0.140	0.117	1997	09	1990	7
199710	0.006	0.028	0.008	0.516	0.178	0.134	0.131	1997	10	1990	7
199711	0.006	0.007	0.016	0.573	0.206	0.102	0.089	1997	11	1990	7
199712	0.007	0.003	0.019	0.568	0.180	0.147	0.076	1997	12	1990	7
199801	0.004	0.004	0.010	0.517	0.223	0.151	0.091	1998	01	1990	8
199802	0.000	0.007	0.014	0.459	0.231	0.171	0.118	1998	02	1990	8
199803	0.000	0.000	0.031	0.410	0.236	0.189	0.133	1998	03	1990	8
199804	0.000	0.002	0.020	0.530	0.199	0.156	0.093	1998	04	1990	8
199805	0.000	0.007	0.024	0.592	0.162	0.085	0.131	1998	05	1990	8
199806	0.000	0.005	0.128	0.402	0.169	0.131	0.165	1998	06	1990	8
199807	0.000	0.069	0.100	0.368	0.160	0.100	0.203	1998	07	1990	8
199808	0.003	0.063	0.117	0.432	0.133	0.077	0.176	1998	08	1990	8
199809	0.007	0.077	0.059	0.550	0.118	0.049	0.139	1998	09	1990	8
199810	0.006	0.024	0.092	0.509	0.138	0.093	0.140	1998	10	1990	8
199811	0.008	0.052	0.103	0.495	0.131	0.091	0.120	1998	11	1990	8
199812	0.018	0.056	0.096	0.535	0.137	0.075	0.082	1998	12	1990	8
199901	0.004	0.013	0.084	0.606	0.112	0.104	0.078	1999	01	1990	9
199902	0.004	0.036	0.088	0.584	0.124	0.091	0.073	1999	02	1990	9
199903	0.004	0.026	0.148	0.621	0.101	0.059	0.040	1999	03	1990	9
199904	0.004	0.045	0.098	0.583	0.107	0.083	0.079	1999	04	1990	9
199905	0.003	0.051	0.142	0.515	0.089	0.097	0.103	1999	05	1990	9
199906	0.002	0.039	0.129	0.534	0.088	0.077	0.131	1999	06	1990	9
199907	0.011	0.045	0.113	0.541	0.084	0.072	0.133	1999	07	1990	9
199908	0.013	0.059	0.122	0.519	0.083	0.094	0.110	1999	08	1990	9
199909	0.006	0.036	0.137	0.568	0.061	0.084	0.108	1999	09	1990	9
199910	0.003	0.041	0.155	0.665	0.037	0.022	0.076	1999	10	1990	9
199911	0.010	0.108	0.226	0.559	0.036	0.026	0.035	1999	11	1990	9
199912	0.023	0.120	0.309	0.461	0.049	0.008	0.031	1999	12	1990	9
200001	0.018	0.140	0.284	0.476	0.035	0.025	0.021	2000	01	2000	0
200002	0.022	0.186	0.228	0.483	0.040	0.021	0.021	2000	02	2000	0
200003	0.040	0.126	0.275	0.491	0.024	0.019	0.026	2000	03	2000	0
200004	0.059	0.133	0.235	0.487	0.047	0.015	0.024	2000	04	2000	0
200005	0.085	0.146	0.224	0.460	0.043	0.020	0.022	2000	05	2000	0
200006	0.063	0.157	0.209	0.462	0.060	0.030	0.018	2000	06	2000	0
200007	0.118	0.180	0.142	0.438	0.062	0.038	0.022	2000	07	2000	0
200008	0.181	0.202	0.141	0.365	0.051	0.036	0.023	2000	08	2000	0
200009	0.176	0.198	0.146	0.368	0.062	0.027	0.022	2000	09	2000	0
200010	0.054	0.132	0.158	0.546	0.059	0.040	0.012	2000	10	2000	0
200011	0.006	0.107	0.153	0.552	0.099	0.043	0.039	2000	11	2000	0
200012	0.044	0.076	0.180	0.534	0.099	0.040	0.027	2000	12	2000	0
200101	0.042	0.118	0.129	0.515	0.108	0.066	0.022	2001	01	2000	1
200102	0.049	0.123	0.070	0.516	0.124	0.091	0.028	2001	02	2000	1
200103	0.075	0.086	0.099	0.520	0.112	0.075	0.034	2001	03	2000	1
200104	0.058	0.093	0.142	0.525	0.072	0.095	0.016	2001	04	2000	1
200105	0.111	0.078	0.124	0.496	0.103	0.066	0.022	2001	05	2000	1
200106	0.125	0.047	0.104	0.560	0.065	0.072	0.025	2001	06	2000	1
200107	0.122	0.062	0.110	0.544	0.086	0.044	0.032	2001	07	2000	1
200108	0.134	0.056	0.115	0.584	0.075	0.023	0.014	2001	08	2000	1
200109	0.148	0.038	0.112	0.590	0.077	0.030	0.004	2001	09	2000	1
200110	0.137	0.076	0.137	0.511	0.066	0.064	0.010	2001	10	2000	1
200111	0.128	0.078	0.146	0.531	0.057	0.054	0.006	2001	11	2000	1
200112	0.107	0.137	0.120	0.525	0.053	0.041	0.017	2001	12	2000	1
200201	0.105	0.125	0.144	0.524	0.064	0.037	0.000	2002	01	2000	2
200202	0.125	0.142	0.123	0.536	0.067	0.007	0.000	2002	02	2000	2
200203	0.123	0.114	0.165	0.503	0.054	0.042	0.000	2002	03	2000	2
200204	0.142	0.129	0.174	0.463	0.075	0.018	0.000	2002	04	2000	2
200205	0.172	0.122	0.177	0.429	0.054	0.034	0.012	2002	05	2000	2
200206	0.220	0.123	0.181	0.410	0.050	0.015	0.002	2002	06	2000	2
200207	0.264	0.131	0.113	0.422	0.053	0.016	0.001	2002	07	2000	2
200208	0.248	0.138	0.115	0.413	0.051	0.026	0.009	2002	08	2000	2
200209	0.212	0.126	0.128	0.459	0.042	0.023	0.011	2002	09	2000	2
200210	0.153	0.123	0.124	0.468	0.062	0.037	0.034	2002	10	2000	2
200211	0.160	0.106	0.127	0.498	0.050	0.040	0.019	2002	11	2000	2
200212	0.123	0.141	0.117	0.432	0.108	0.049	0.030	2002	12	2000	2
200301	0.146	0.131	0.120	0.527	0.046	0.015	0.014	2003	01	2000	3
200302	0.085	0.143	0.130	0.498	0.103	0.024	0.017	2003	02	2000	3
200303	0.097	0.093	0.143	0.566	0.082	0.009	0.010	2003	03	2000	3
200304	0.077	0.092	0.137	0.571	0.099	0.015	0.009	2003	04	2000	3
200305	0.062	0.091	0.128	0.569	0.096	0.037	0.016	2003	05	2000	3
200306	0.077	0.089	0.088	0.546	0.078	0.092	0.031	2003	06	2000	3
200307	0.113	0.101	0.107	0.478	0.070	0.064	0.068	2003	07	2000	3
200308	0.127	0.105	0.161	0.397	0.065	0.078	0.066	2003	08	2000	3
200309	0.104	0.130	0.156	0.410	0.039	0.049	0.111	2003	09	2000	3
200310	0.140	0.133	0.139	0.404	0.029	0.065	0.090	2003	10	2000	3
200311	0.105	0.100	0.158	0.461	0.036	0.048	0.093	2003	11	2000	3
200312	0.056	0.120	0.154	0.496	0.050	0.046	0.078	2003	12	2000	3
200401	0.045	0.149	0.120	0.547	0.046	0.030	0.062	2004	01	2000	4
200402	0.028	0.101	0.127	0.601	0.059	0.055	0.029	2004	02	2000	4
200403	0.081	0.107	0.128	0.575	0.065	0.030	0.014	2004	03	2000	4
200404	0.063	0.117	0.141	0.537	0.092	0.032	0.018	2004	04	2000	4
200405	0.081	0.085	0.133	0.524	0.106	0.046	0.024	2004	05	2000	4
200406	0.091	0.098	0.088	0.509	0.116	0.064	0.034	2004	06	2000	4
200407	0.098	0.095	0.098	0.459	0.131	0.081	0.038	2004	07	2000	4
200408	0.079	0.099	0.055	0.408	0.204	0.110	0.045	2004	08	2000	4
200409	0.039	0.068	0.045	0.497	0.161	0.109	0.081	2004	09	2000	4
200410	0.007	0.022	0.028	0.522	0.233	0.091	0.098	2004	10	2000	4
200411	0.007	0.026	0.034	0.431	0.213	0.119	0.170	2004	11	2000	4
200412	0.007	0.026	0.044	0.490	0.152	0.131	0.150	2004	12	2000	4
200501	0.009	0.038	0.052	0.386	0.191	0.105	0.219	2005	01	2000	5
200502	0.030	0.046	0.051	0.417	0.147	0.129	0.179	2005	02	2000	5
200503	0.038	0.050	0.022	0.503	0.135	0.101	0.151	2005	03	2000	5
200504	0.019	0.031	0.029	0.555	0.139	0.082	0.147	2005	04	2000	5
200505	0.015	0.014	0.033	0.558	0.140	0.088	0.152	2005	05	2000	5
200506	0.015	0.009	0.062	0.453	0.183	0.109	0.169	2005	06	2000	5
200507	0.021	0.016	0.064	0.499	0.146	0.109	0.146	2005	07	2000	5
200508	0.020	0.019	0.066	0.510	0.126	0.074	0.186	2005	08	2000	5
200509	0.020	0.025	0.091	0.627	0.087	0.051	0.099	2005	09	2000	5
200510	0.015	0.019	0.108	0.611	0.097	0.061	0.089	2005	10	2000	5
200511	0.010	0.039	0.091	0.681	0.082	0.032	0.065	2005	11	2000	5
200512	0.025	0.056	0.096	0.601	0.102	0.059	0.062	2005	12	2000	5
200601	0.019	0.054	0.148	0.562	0.098	0.035	0.085	2006	01	2000	6
200602	0.013	0.117	0.131	0.551	0.086	0.041	0.061	2006	02	2000	6
200603	0.017	0.090	0.176	0.541	0.052	0.044	0.080	2006	03	2000	6
200604	0.029	0.092	0.200	0.513	0.057	0.013	0.095	2006	04	2000	6
200605	0.056	0.172	0.191	0.468	0.030	0.026	0.057	2006	05	2000	6
200606	0.137	0.140	0.165	0.421	0.050	0.045	0.043	2006	06	2000	6
200607	0.110	0.175	0.181	0.412	0.047	0.035	0.040	2006	07	2000	6
200608	0.087	0.129	0.161	0.523	0.045	0.032	0.022	2006	08	2000	6
200609	0.063	0.095	0.119	0.560	0.083	0.051	0.029	2006	09	2000	6
200610	0.014	0.090	0.112	0.557	0.077	0.084	0.065	2006	10	2000	6
200611	0.022	0.101	0.087	0.591	0.082	0.057	0.059	2006	11	2000	6
200612	0.015	0.060	0.082	0.625	0.110	0.045	0.063	2006	12	2000	6
200701	0.013	0.067	0.118	0.553	0.134	0.061	0.053	2007	01	2000	7
200702	0.031	0.047	0.120	0.609	0.092	0.068	0.034	2007	02	2000	7
200703	0.051	0.100	0.144	0.485	0.130	0.065	0.026	2007	03	2000	7
200704	0.053	0.089	0.150	0.459	0.105	0.103	0.041	2007	04	2000	7
200705	0.104	0.123	0.115	0.401	0.098	0.093	0.066	2007	05	2000	7
200706	0.131	0.115	0.105	0.398	0.078	0.073	0.099	2007	06	2000	7
200707	0.156	0.094	0.114	0.400	0.066	0.048	0.122	2007	07	2000	7
200708	0.166	0.106	0.139	0.347	0.065	0.072	0.106	2007	08	2000	7
200709	0.143	0.116	0.144	0.421	0.080	0.039	0.057	2007	09	2000	7
200710	0.092	0.113	0.129	0.506	0.069	0.036	0.054	2007	10	2000	7
200711	0.133	0.104	0.139	0.498	0.058	0.045	0.023	2007	11	2000	7
200712	0.070	0.114	0.125	0.532	0.067	0.058	0.033	2007	12	2000	7
200801	0.059	0.072	0.147	0.544	0.091	0.065	0.023	2008	01	2000	8
200802	0.043	0.064	0.147	0.510	0.130	0.066	0.040	2008	02	2000	8
200803	0.046	0.086	0.165	0.454	0.143	0.063	0.044	2008	03	2000	8
200804	0.033	0.092	0.162	0.478	0.110	0.063	0.062	2008	04	2000	8
200805	0.012	0.097	0.180	0.449	0.117	0.074	0.070	2008	05	2000	8
200806	0.039	0.115	0.165	0.419	0.081	0.094	0.087	2008	06	2000	8
200807	0.042	0.113	0.135	0.429	0.081	0.090	0.110	2008	07	2000	8
200808	0.044	0.087	0.070	0.524	0.104	0.072	0.098	2008	08	2000	8
200809	0.053	0.090	0.080	0.507	0.082	0.051	0.138	2008	09	2000	8
200810	0.044	0.103	0.071	0.500	0.078	0.046	0.158	2008	10	2000	8
200811	0.047	0.079	0.094	0.507	0.076	0.077	0.120	2008	11	2000	8
200812	0.035	0.064	0.110	0.502	0.067	0.077	0.145	2008	12	2000	8
200901	0.053	0.077	0.090	0.503	0.082	0.079	0.117	2009	01	2000	9
200902	0.040	0.083	0.118	0.503	0.075	0.082	0.098	2009	02	2000	9
200903	0.037	0.069	0.105	0.525	0.085	0.085	0.095	2009	03	2000	9
200904	0.037	0.061	0.119	0.534	0.072	0.066	0.112	2009	04	2000	9
200905	0.057	0.032	0.102	0.538	0.110	0.071	0.091	2009	05	2000	9
200906	0.044	0.043	0.077	0.565	0.112	0.066	0.092	2009	06	2000	9
200907	0.054	0.041	0.086	0.488	0.126	0.089	0.115	2009	07	2000	9
200908	0.061	0.054	0.094	0.457	0.092	0.119	0.123	2009	08	2000	9
200909	0.043	0.053	0.076	0.477	0.126	0.110	0.113	2009	09	2000	9
200910	0.019	0.065	0.042	0.414	0.076	0.120	0.264	2009	10	2000	9
200911	0.031	0.065	0.044	0.501	0.093	0.108	0.159	2009	11	2000	9
200912	0.000	0.056	0.027	0.486	0.119	0.121	0.190	2009	12	2000	9
201001	0.000	0.028	0.025	0.522	0.118	0.133	0.174	2010	01	2010	0
201002	0.006	0.028	0.047	0.520	0.144	0.125	0.131	2010	02	2010	0
201003	0.018	0.028	0.049	0.516	0.159	0.113	0.117	2010	03	2010	0
201004	0.000	0.010	0.035	0.606	0.164	0.083	0.102	2010	04	2010	0
201005	0.006	0.011	0.026	0.607	0.177	0.067	0.106	2010	05	2010	0
201006	0.000	0.005	0.043	0.563	0.183	0.069	0.137	2010	06	2010	0
201007	0.000	0.014	0.063	0.487	0.177	0.093	0.166	2010	07	2010	0
201008	0.000	0.025	0.067	0.555	0.145	0.052	0.156	2010	08	2010	0
201009	0.006	0.018	0.100	0.537	0.089	0.085	0.166	2010	09	2010	0
201010	0.011	0.023	0.084	0.567	0.109	0.071	0.134	2010	10	2010	0
201011	0.009	0.022	0.073	0.607	0.087	0.080	0.122	2010	11	2010	0
201012	0.008	0.049	0.091	0.496	0.118	0.113	0.127	2010	12	2010	0
201101	0.010	0.052	0.124	0.498	0.107	0.081	0.128	2011	01	2010	1
201102	0.008	0.048	0.126	0.511	0.101	0.073	0.134	2011	02	2010	1
201103	0.021	0.062	0.126	0.436	0.138	0.084	0.132	2011	03	2010	1
201104	0.023	0.088	0.133	0.264	0.194	0.123	0.175	2011	04	2010	1
201105	0.062	0.122	0.090	0.212	0.150	0.141	0.223	2011	05	2010	1
201106	0.142	0.086	0.062	0.211	0.128	0.133	0.237	2011	06	2010	1
201107	0.181	0.056	0.055	0.254	0.106	0.115	0.232	2011	07	2010	1
201108	0.214	0.039	0.043	0.352	0.086	0.071	0.195	2011	08	2010	1
201109	0.184	0.051	0.045	0.482	0.072	0.048	0.118	2011	09	2010	1
201110	0.154	0.064	0.068	0.456	0.080	0.053	0.124	2011	10	2010	1
201111	0.123	0.087	0.048	0.540	0.066	0.052	0.084	2011	11	2010	1
201112	0.090	0.074	0.106	0.544	0.056	0.043	0.087	2011	12	2010	1
201201	0.080	0.097	0.114	0.562	0.035	0.050	0.062	2012	01	2010	2
201202	0.040	0.127	0.188	0.544	0.038	0.028	0.035	2012	02	2010	2
201203	0.058	0.125	0.216	0.528	0.049	0.009	0.015	2012	03	2010	2
201204	0.062	0.155	0.235	0.472	0.049	0.015	0.010	2012	04	2010	2
201205	0.086	0.182	0.251	0.425	0.025	0.019	0.010	2012	05	2010	2
201206	0.190	0.154	0.251	0.338	0.027	0.035	0.006	2012	06	2010	2
201207	0.212	0.207	0.229	0.279	0.051	0.014	0.008	2012	07	2010	2
201208	0.238	0.218	0.205	0.272	0.044	0.016	0.008	2012	08	2010	2
201209	0.226	0.220	0.173	0.329	0.037	0.014	0.001	2012	09	2010	2
201210	0.221	0.162	0.197	0.341	0.056	0.022	0.001	2012	10	2010	2
201211	0.239	0.213	0.193	0.324	0.021	0.008	0.003	2012	11	2010	2
201212	0.175	0.261	0.159	0.336	0.048	0.016	0.004	2012	12	2010	2
201301	0.131	0.215	0.210	0.350	0.072	0.017	0.005	2013	01	2010	3
