id,date,Readers,group,Topic
1,180629,26.4477,World events,Men's football World Cup
1,180630,32.94445,World events,Men's football World Cup
1,180801,10.02288,World events,Men's football World Cup
1,180701,36.18574,World events,Men's football World Cup
1,180703,54.26683000000001,World events,Men's football World Cup
1,180704,40.22868,World events,Men's football World Cup
1,180705,27.4421,World events,Men's football World Cup
1,180706,35.90498,World events,Men's football World Cup
1,180707,50.41403,World events,Men's football World Cup
1,180708,32.83354,World events,Men's football World Cup
1,180709,30.55688,World events,Men's football World Cup
1,180710,42.46564,World events,Men's football World Cup
1,180702,39.13968,World events,Men's football World Cup
1,180802,11.17995,World events,Men's football World Cup
1,180915,2.76159,World events,Men's football World Cup
1,180804,7.64835,World events,Men's football World Cup
1,180827,4.90949,World events,Men's football World Cup
1,180828,4.57649,World events,Men's football World Cup
1,180829,4.7145,World events,Men's football World Cup
1,180830,4.75315,World events,Men's football World Cup
1,180831,5.01588,World events,Men's football World Cup
1,180901,3.15943,World events,Men's football World Cup
1,180902,2.32452,World events,Men's football World Cup
1,180803,7.822489999999998,World events,Men's football World Cup
1,180826,3.23183,World events,Men's football World Cup
1,180904,6.46063,World events,Men's football World Cup
1,180906,6.3928400000000005,World events,Men's football World Cup
1,180907,7.6879300000000015,World events,Men's football World Cup
1,180908,7.573010000000001,World events,Men's football World Cup
1,180909,5.70682,World events,Men's football World Cup
1,180910,4.52775,World events,Men's football World Cup
1,180911,4.17545,World events,Men's football World Cup
1,180912,4.965319999999998,World events,Men's football World Cup
1,180913,5.35911,World events,Men's football World Cup
1,180905,5.82939,World events,Men's football World Cup
1,180825,2.8553900000000003,World events,Men's football World Cup
1,180903,4.33608,World events,Men's football World Cup
1,180823,4.14416,World events,Men's football World Cup
1,180824,4.10992,World events,Men's football World Cup
1,180805,10.362119999999999,World events,Men's football World Cup
1,180806,11.73259,World events,Men's football World Cup
1,180807,9.39497,World events,Men's football World Cup
1,180808,13.37526,World events,Men's football World Cup
1,180809,13.26324,World events,Men's football World Cup
1,180811,12.42095,World events,Men's football World Cup
1,180812,9.08368,World events,Men's football World Cup
1,180813,6.8036699999999986,World events,Men's football World Cup
1,180810,13.92625,World events,Men's football World Cup
1,180815,5.93208,World events,Men's football World Cup
1,180814,5.25626,World events,Men's football World Cup
1,180821,4.30477,World events,Men's football World Cup
1,180820,5.23556,World events,Men's football World Cup
1,180819,4.65646,World events,Men's football World Cup
1,180822,4.73029,World events,Men's football World Cup
1,180817,6.72279,World events,Men's football World Cup
1,180816,7.68215,World events,Men's football World Cup
1,180818,5.527,World events,Men's football World Cup
2,180425,3.67824,World events,Brexit negotiations
2,180419,2.96601,World events,Brexit negotiations
2,180420,2.57104,World events,Brexit negotiations
2,180421,1.8602,World events,Brexit negotiations
2,180422,2.53317,World events,Brexit negotiations
2,180423,4.1810599999999996,World events,Brexit negotiations
2,180424,2.47021,World events,Brexit negotiations
2,180426,3.93359,World events,Brexit negotiations
2,180506,2.32448,World events,Brexit negotiations
2,180428,2.53274,World events,Brexit negotiations
2,180429,2.13691,World events,Brexit negotiations
2,180430,4.7738,World events,Brexit negotiations
2,180501,3.83034,World events,Brexit negotiations
2,180502,4.69681,World events,Brexit negotiations
2,180503,3.11472,World events,Brexit negotiations
2,180504,3.50794,World events,Brexit negotiations
2,180505,1.53053,World events,Brexit negotiations
2,180427,2.83582,World events,Brexit negotiations
2,180418,5.02709,World events,Brexit negotiations
2,180329,4.16514,World events,Brexit negotiations
2,180416,2.50966,World events,Brexit negotiations
2,180507,2.24586,World events,Brexit negotiations
2,180330,2.37511,World events,Brexit negotiations
2,180331,2.23142,World events,Brexit negotiations
2,180401,2.01386,World events,Brexit negotiations
2,180402,3.04157,World events,Brexit negotiations
2,180403,2.9101,World events,Brexit negotiations
2,180404,3.2994800000000004,World events,Brexit negotiations
2,180405,2.9564,World events,Brexit negotiations
2,180417,3.95416,World events,Brexit negotiations
2,180406,1.57723,World events,Brexit negotiations
2,180408,1.64178,World events,Brexit negotiations
2,180409,2.09801,World events,Brexit negotiations
2,180410,2.24389,World events,Brexit negotiations
2,180411,2.27914,World events,Brexit negotiations
2,180412,3.15527,World events,Brexit negotiations
2,180413,2.54864,World events,Brexit negotiations
2,180414,2.1507,World events,Brexit negotiations
2,180415,2.6798,World events,Brexit negotiations
2,180407,1.13817,World events,Brexit negotiations
2,180508,3.17528,World events,Brexit negotiations
2,180530,3.35541,World events,Brexit negotiations
2,180511,3.92169,World events,Brexit negotiations
2,180604,3.75904,World events,Brexit negotiations
2,180605,2.09375,World events,Brexit negotiations
2,180606,3.68632,World events,Brexit negotiations
2,180607,4.0680000000000005,World events,Brexit negotiations
2,180608,6.42694,World events,Brexit negotiations
2,180609,3.4762800000000005,World events,Brexit negotiations
2,180610,3.4741800000000005,World events,Brexit negotiations
2,180611,5.10504,World events,Brexit negotiations
2,180612,5.88564,World events,Brexit negotiations
2,180613,5.6294,World events,Brexit negotiations
2,180614,3.69845,World events,Brexit negotiations
2,180615,2.1031,World events,Brexit negotiations
2,180616,1.8436,World events,Brexit negotiations
2,180617,2.90742,World events,Brexit negotiations
2,180618,5.24405,World events,Brexit negotiations
2,180619,3.4287400000000003,World events,Brexit negotiations
2,180328,3.89766,World events,Brexit negotiations
2,180603,2.41972,World events,Brexit negotiations
2,180602,1.95602,World events,Brexit negotiations
2,180601,2.4454700000000003,World events,Brexit negotiations
2,180531,3.89007,World events,Brexit negotiations
2,180512,3.4712,World events,Brexit negotiations
2,180513,4.0633599999999985,World events,Brexit negotiations
2,180514,4.04276,World events,Brexit negotiations
2,180515,3.63769,World events,Brexit negotiations
2,180516,2.72834,World events,Brexit negotiations
2,180517,3.08571,World events,Brexit negotiations
2,180518,2.49999,World events,Brexit negotiations
2,180519,2.82058,World events,Brexit negotiations
2,180510,3.66021,World events,Brexit negotiations
2,180520,3.55151,World events,Brexit negotiations
2,180522,3.0842400000000003,World events,Brexit negotiations
2,180523,3.09056,World events,Brexit negotiations
2,180524,3.90168,World events,Brexit negotiations
2,180525,2.5439599999999998,World events,Brexit negotiations
2,180526,2.75414,World events,Brexit negotiations
2,180527,3.36765,World events,Brexit negotiations
2,180528,3.30169,World events,Brexit negotiations
2,180529,3.01865,World events,Brexit negotiations
2,180521,2.25107,World events,Brexit negotiations
2,180327,5.79239,World events,Brexit negotiations
2,180212,2.16578,World events,Brexit negotiations
2,180325,3.17018,World events,Brexit negotiations
2,180123,3.91028,World events,Brexit negotiations
2,180124,2.09326,World events,Brexit negotiations
2,180125,3.73749,World events,Brexit negotiations
2,180126,2.78425,World events,Brexit negotiations
2,180127,2.02557,World events,Brexit negotiations
2,180128,2.36619,World events,Brexit negotiations
2,180129,5.6633,World events,Brexit negotiations
2,180130,5.2342900000000006,World events,Brexit negotiations
2,180131,3.74252,World events,Brexit negotiations
2,180201,4.42735,World events,Brexit negotiations
2,180202,3.02422,World events,Brexit negotiations
2,180203,2.32649,World events,Brexit negotiations
2,180204,3.89051,World events,Brexit negotiations
2,180205,3.83761,World events,Brexit negotiations
2,180206,2.86634,World events,Brexit negotiations
2,180207,4.04058,World events,Brexit negotiations
2,180208,3.66641,World events,Brexit negotiations
2,180122,4.60856,World events,Brexit negotiations
2,180121,2.7861700000000003,World events,Brexit negotiations
2,180120,1.57899,World events,Brexit negotiations
2,180119,3.74295,World events,Brexit negotiations
2,180101,1.46319,World events,Brexit negotiations
2,180102,2.45971,World events,Brexit negotiations
2,180103,2.0879,World events,Brexit negotiations
2,180104,2.89249,World events,Brexit negotiations
2,180105,1.91673,World events,Brexit negotiations
2,180106,1.35235,World events,Brexit negotiations
2,180107,2.24608,World events,Brexit negotiations
2,180108,3.929030000000001,World events,Brexit negotiations
2,180209,3.92854,World events,Brexit negotiations
2,180109,3.65876,World events,Brexit negotiations
2,180111,4.68052,World events,Brexit negotiations
2,180112,4.4939800000000005,World events,Brexit negotiations
2,180113,2.35562,World events,Brexit negotiations
2,180114,3.29737,World events,Brexit negotiations
2,180115,3.2659,World events,Brexit negotiations
2,180116,4.17087,World events,Brexit negotiations
2,180117,3.4833,World events,Brexit negotiations
2,180118,3.34657,World events,Brexit negotiations
2,180110,3.57837,World events,Brexit negotiations
2,180210,2.53264,World events,Brexit negotiations
2,180211,2.58712,World events,Brexit negotiations
2,180620,3.99217,World events,Brexit negotiations
2,180307,5.45025,World events,Brexit negotiations
2,180308,4.0301800000000005,World events,Brexit negotiations
2,180309,2.31516,World events,Brexit negotiations
2,180310,1.44936,World events,Brexit negotiations
2,180311,3.14534,World events,Brexit negotiations
2,180312,4.19645,World events,Brexit negotiations
2,180313,3.62103,World events,Brexit negotiations
2,180314,3.20582,World events,Brexit negotiations
2,180306,2.79377,World events,Brexit negotiations
2,180315,3.85445,World events,Brexit negotiations
2,180317,2.51021,World events,Brexit negotiations
2,180318,3.3286300000000004,World events,Brexit negotiations
2,180319,6.38906,World events,Brexit negotiations
2,180320,6.46114,World events,Brexit negotiations
2,180321,5.99469,World events,Brexit negotiations
2,180322,5.19062,World events,Brexit negotiations
2,180323,4.03659,World events,Brexit negotiations
2,180324,3.21814,World events,Brexit negotiations
2,180316,3.49442,World events,Brexit negotiations
2,180326,5.25591,World events,Brexit negotiations
2,180305,2.74954,World events,Brexit negotiations
2,180303,3.6184,World events,Brexit negotiations
2,180213,1.31133,World events,Brexit negotiations
2,180214,4.59771,World events,Brexit negotiations
2,180215,2.63577,World events,Brexit negotiations
2,180216,3.6945,World events,Brexit negotiations
2,180217,3.00944,World events,Brexit negotiations
2,180218,3.23908,World events,Brexit negotiations
2,180219,2.69887,World events,Brexit negotiations
2,180220,4.3720300000000005,World events,Brexit negotiations
2,180304,2.76238,World events,Brexit negotiations
2,180221,4.44571,World events,Brexit negotiations
2,180223,3.61338,World events,Brexit negotiations
2,180224,2.79347,World events,Brexit negotiations
2,180225,3.10032,World events,Brexit negotiations
2,180226,5.46415,World events,Brexit negotiations
2,180227,3.8379,World events,Brexit negotiations
2,180228,5.07406,World events,Brexit negotiations
2,180301,5.41476,World events,Brexit negotiations
2,180302,6.07534,World events,Brexit negotiations
2,180222,3.82344,World events,Brexit negotiations
2,180621,4.8893,World events,Brexit negotiations
2,180509,3.66025,World events,Brexit negotiations
2,180623,4.67771,World events,Brexit negotiations
2,181011,7.166460000000002,World events,Brexit negotiations
2,181012,4.56876,World events,Brexit negotiations
2,181013,3.58952,World events,Brexit negotiations
2,181014,5.6935400000000005,World events,Brexit negotiations
2,181015,8.86027,World events,Brexit negotiations
2,181016,6.73745,World events,Brexit negotiations
2,181017,9.15552,World events,Brexit negotiations
2,181018,7.46215,World events,Brexit negotiations
2,181010,4.87391,World events,Brexit negotiations
2,181019,5.5334400000000015,World events,Brexit negotiations
2,181021,7.6169,World events,Brexit negotiations
2,181022,7.03995,World events,Brexit negotiations
2,181023,4.79156,World events,Brexit negotiations
2,181024,7.21483,World events,Brexit negotiations
2,181025,4.53104,World events,Brexit negotiations
2,181026,3.4711800000000004,World events,Brexit negotiations
2,181027,2.96766,World events,Brexit negotiations
2,181028,3.50355,World events,Brexit negotiations
2,181020,7.7621699999999985,World events,Brexit negotiations
2,181029,13.14201,World events,Brexit negotiations
2,181009,5.53741,World events,Brexit negotiations
2,181007,4.59405,World events,Brexit negotiations
2,180919,5.55432,World events,Brexit negotiations
2,180920,9.22417,World events,Brexit negotiations
2,180921,12.10807,World events,Brexit negotiations
2,180922,7.091360000000001,World events,Brexit negotiations
2,180923,5.38039,World events,Brexit negotiations
2,180924,6.44979,World events,Brexit negotiations
2,180925,6.997719999999998,World events,Brexit negotiations
2,180926,5.01836,World events,Brexit negotiations
2,181008,5.06349,World events,Brexit negotiations
2,180927,4.3573,World events,Brexit negotiations
2,180929,5.14777,World events,Brexit negotiations
2,180930,3.99079,World events,Brexit negotiations
2,181001,6.14738,World events,Brexit negotiations
2,181002,7.6745800000000015,World events,Brexit negotiations
2,181003,5.5278,World events,Brexit negotiations
2,181004,4.62641,World events,Brexit negotiations
2,181005,3.11524,World events,Brexit negotiations
2,181006,3.67159,World events,Brexit negotiations
2,180928,4.91495,World events,Brexit negotiations
2,180918,6.72567,World events,Brexit negotiations
2,181030,5.813,World events,Brexit negotiations
2,181101,4.3663300000000005,World events,Brexit negotiations
2,181124,9.13879,World events,Brexit negotiations
2,181125,15.22151,World events,Brexit negotiations
2,181126,11.8509,World events,Brexit negotiations
2,181127,10.27297,World events,Brexit negotiations
2,181128,10.81785,World events,Brexit negotiations
2,181129,9.29708,World events,Brexit negotiations
2,181130,10.0927,World events,Brexit negotiations
2,181201,6.4547,World events,Brexit negotiations
2,181123,8.81356,World events,Brexit negotiations
2,181202,6.32758,World events,Brexit negotiations
2,181204,13.641229999999998,World events,Brexit negotiations
2,181205,13.58067,World events,Brexit negotiations
2,181206,8.33034,World events,Brexit negotiations
2,181207,7.174919999999998,World events,Brexit negotiations
2,181208,5.53696,World events,Brexit negotiations
2,181209,7.87074,World events,Brexit negotiations
2,180622,4.73193,World events,Brexit negotiations
2,181211,16.55961,World events,Brexit negotiations
2,181203,8.176110000000001,World events,Brexit negotiations
2,181031,4.9039199999999985,World events,Brexit negotiations
2,181122,9.09621,World events,Brexit negotiations
2,181120,10.4753,World events,Brexit negotiations
2,181102,3.62224,World events,Brexit negotiations
2,181103,2.53002,World events,Brexit negotiations
2,181104,3.76541,World events,Brexit negotiations
2,181105,4.76012,World events,Brexit negotiations
2,181106,4.18118,World events,Brexit negotiations
2,181107,3.9708,World events,Brexit negotiations
2,181108,3.86258,World events,Brexit negotiations
2,181109,5.27031,World events,Brexit negotiations
2,181121,9.22371,World events,Brexit negotiations
2,181110,3.82495,World events,Brexit negotiations
2,181112,6.02128,World events,Brexit negotiations
2,181113,10.35694,World events,Brexit negotiations
2,181114,22.7563,World events,Brexit negotiations
2,181115,42.33235,World events,Brexit negotiations
2,181116,21.20856,World events,Brexit negotiations
2,181117,9.47107,World events,Brexit negotiations
2,181118,9.71563,World events,Brexit negotiations
2,181119,9.94727,World events,Brexit negotiations
2,181111,3.12971,World events,Brexit negotiations
2,180917,7.77124,World events,Brexit negotiations
2,181210,22.85097,World events,Brexit negotiations
2,180915,3.38565,World events,Brexit negotiations
2,180716,10.91496,World events,Brexit negotiations
2,180717,9.29008,World events,Brexit negotiations
2,180718,7.60037,World events,Brexit negotiations
2,180719,6.02984,World events,Brexit negotiations
2,180720,6.43386,World events,Brexit negotiations
2,180721,4.0309,World events,Brexit negotiations
2,180722,4.72275,World events,Brexit negotiations
2,180723,5.26,World events,Brexit negotiations
2,180715,11.04216,World events,Brexit negotiations
2,180724,6.8627,World events,Brexit negotiations
2,180726,6.6001699999999985,World events,Brexit negotiations
2,180727,3.77551,World events,Brexit negotiations
2,180728,2.99903,World events,Brexit negotiations
2,180729,4.2308900000000005,World events,Brexit negotiations
2,180730,5.42771,World events,Brexit negotiations
2,180731,6.59392,World events,Brexit negotiations
2,180801,4.85393,World events,Brexit negotiations
